,Nome,Sobrenome,Data de Nascimento,Loja,Produto,Data,Quantidade Vendida,Preco,Faturamento,Mes_Vendas,Mes_Vendas_Num,Devolucoes
483,Jucelia,Bailly,09/04/1989,Fortaleza,Saia,2018-05-27,39,150,5850,Maio,5,4
547,Paloma,Farias,30/03/1990,Brasilia,Sapato,2018-06-17,128,230,29440,Junho,6,2
556,Maryanna,Correa,13/11/1993,Curitiba,Camiseta,2018-06-18,24,85,2040,Junho,6,8
548,Eduarda,Figueiredo,29/06/1989,Curitiba,Sandalia,2018-06-17,68,190,12920,Junho,6,4
549,Elizeu,Barros,12/01/1989,Rio de Janeiro,Saia,2018-06-17,68,85,5780,Junho,6,6
551,Iago,Bensdorp,28/03/1992,Porto Alegre,Jaqueta,2018-06-18,119,300,35700,Junho,6,5
555,Eduarda,Figueiredo,07/03/1987,Porto Alegre,Pulseira,2018-06-18,36,75,2700,Junho,6,1
552,Iago,Bensdorp,15/05/1990,Fortaleza,Camiseta,2018-06-18,82,230,18860,Junho,6,4
550,Joyce,Ribas,27/05/1991,Porto Alegre,Sapato,2018-06-17,16,30,480,Junho,6,1
554,Maryanna,Correa,19/04/1989,Salvador,Vestido,2018-06-18,20,190,3800,Junho,6,1
583,Maryanna,Correa,30/10/1991,Fortaleza,Short,2018-06-22,149,55,8195,Junho,6,4
617,Paloma,Farias,14/07/1990,Sao Paulo,Vestido,2018-06-30,22,110,2420,Junho,6,8
605,Patricia,Camara,23/01/1986,Porto Alegre,Sandalia,2018-06-26,15,230,3450,Junho,6,6
604,Andrew,Carvalhal,07/09/1987,Brasilia,Sapato,2018-06-26,56,85,4760,Junho,6,6
597,Emanuella,Fialho,14/08/1989,Curitiba,Saia,2018-06-25,44,200,8800,Junho,6,6
594,Elizeu,Barros,01/04/1986,Rio de Janeiro,Casaco,2018-06-25,95,250,23750,Junho,6,7
596,Andrew,Carvalhal,30/05/1988,Porto Alegre,Bermuda,2018-06-25,57,300,17100,Junho,6,4
595,Izabel,Milagre,22/04/1993,Sao Paulo,Bermuda,2018-06-25,59,300,17700,Junho,6,7
599,Elizeu,Barros,11/01/1986,Salvador,Casaco,2018-06-25,2,110,220,Junho,6,4
598,Eduarda,Figueiredo,06/06/1988,Brasilia,Camiseta,2018-06-25,2,190,380,Junho,6,8
593,Tayna,Coimbra,29/11/1988,Porto Alegre,Saia,2018-06-24,7,150,1050,Junho,6,4
591,NatÃ¡lia,Huon,09/09/1992,Curitiba,Vestido,2018-06-24,82,300,24600,Junho,6,6
592,Joyce,Ribas,08/08/1993,Salvador,Sapato,2018-06-24,89,110,9790,Junho,6,3
590,Eduarda,Figueiredo,01/11/1992,Salvador,Vestido,2018-06-23,53,75,3975,Junho,6,1
589,Breno,Amaral,26/08/1992,Salvador,Camiseta,2018-06-23,73,55,4015,Junho,6,1
606,Paloma,Farias,24/11/1993,Fortaleza,Vestido,2018-06-26,5,150,750,Junho,6,2
587,Maryanna,Correa,06/09/1991,Brasilia,Camiseta,2018-06-23,24,190,4560,Junho,6,6
573,Paloma,Farias,01/10/1990,Salvador,Tenis,2018-06-21,87,250,21750,Junho,6,8
574,Joyce,Ribas,18/06/1986,Sao Paulo,Short,2018-06-21,79,85,6715,Junho,6,7
575,Eduarda,Figueiredo,24/12/1992,Porto Alegre,Sandalia,2018-06-21,89,75,6675,Junho,6,8
576,Joyce,Ribas,26/07/1992,Porto Alegre,Camiseta,2018-06-21,53,75,3975,Junho,6,5
577,Paloma,Farias,25/07/1985,Sao Paulo,Casaco,2018-06-21,17,230,3910,Junho,6,1
578,Andrew,Carvalhal,25/01/1986,Sao Paulo,Sapato,2018-06-21,9,150,1350,Junho,6,3
572,Jucelia,Bailly,18/01/1991,Salvador,Sandalia,2018-06-21,141,250,35250,Junho,6,6
585,Elizeu,Barros,19/03/1986,Sao Paulo,Casaco,2018-06-23,63,110,6930,Junho,6,4
588,Elizeu,Barros,09/03/1991,Brasilia,Vestido,2018-06-23,138,30,4140,Junho,6,1
579,Jucelia,Bailly,17/02/1991,Porto Alegre,Vestido,2018-06-22,145,200,29000,Junho,6,5
580,Emanuella,Fialho,02/03/1988,Porto Alegre,Sapato,2018-06-22,70,250,17500,Junho,6,2
581,Andrew,Carvalhal,08/11/1992,Brasilia,Sapato,2018-06-22,131,85,11135,Junho,6,2
582,Joyce,Ribas,09/06/1987,Salvador,Vestido,2018-06-22,51,200,10200,Junho,6,1
586,Emanuella,Fialho,17/02/1991,Rio de Janeiro,Jaqueta,2018-06-23,73,75,5475,Junho,6,8
620,Maryanna,Correa,11/08/1987,Porto Alegre,Bermuda,2018-06-30,1,55,55,Junho,6,1
602,Paloma,Farias,26/01/1993,Fortaleza,Bermuda,2018-06-26,132,75,9900,Junho,6,3
600,Juliane,Felipi,16/09/1989,Salvador,Casaco,2018-06-26,123,300,36900,Junho,6,2
616,Maryanna,Correa,14/04/1986,Rio de Janeiro,Vestido,2018-06-30,131,30,3930,Junho,6,6
615,Izabel,Milagre,21/06/1986,Curitiba,Saia,2018-06-30,25,230,5750,Junho,6,1
618,Tayna,Coimbra,27/04/1989,Sao Paulo,Chinelo,2018-06-30,86,25,2150,Junho,6,1
619,Maryanna,Correa,29/07/1987,Sao Paulo,Camiseta,2018-06-30,61,30,1830,Junho,6,1
566,Iago,Bensdorp,17/07/1992,Curitiba,Camiseta,2018-06-19,64,25,1600,Junho,6,2
557,NatÃ¡lia,Huon,07/11/1989,Porto Alegre,Vestido,2018-06-19,118,190,22420,Junho,6,6
584,Eduarda,Figueiredo,19/09/1991,Curitiba,Chinelo,2018-06-22,15,85,1275,Junho,6,2
559,Maryanna,Correa,24/03/1993,Sao Paulo,Chinelo,2018-06-19,117,85,9945,Junho,6,4
565,Iago,Bensdorp,01/07/1990,Curitiba,Tenis,2018-06-19,67,30,2010,Junho,6,1
564,Iago,Bensdorp,19/06/1985,Porto Alegre,Camiseta,2018-06-19,38,85,3230,Junho,6,8
563,Maryanna,Correa,27/02/1985,Porto Alegre,Short,2018-06-19,132,25,3300,Junho,6,2
562,Breno,Amaral,13/03/1986,Fortaleza,Bermuda,2018-06-19,45,75,3375,Junho,6,1
561,Breno,Amaral,15/01/1987,Salvador,Sapato,2018-06-19,14,300,4200,Junho,6,1
601,Juliane,Felipi,12/11/1987,Curitiba,Casaco,2018-06-26,115,190,21850,Junho,6,6
560,Eduarda,Figueiredo,07/11/1990,Salvador,Vestido,2018-06-19,38,150,5700,Junho,6,7
611,Emanuella,Fialho,13/02/1990,Salvador,Tenis,2018-06-28,52,85,4420,Junho,6,1
612,Breno,Amaral,10/08/1991,Sao Paulo,Tenis,2018-06-28,55,75,4125,Junho,6,8
610,Izabel,Milagre,26/09/1988,Rio de Janeiro,Sandalia,2018-06-28,48,190,9120,Junho,6,4
609,Eduarda,Figueiredo,25/09/1992,Sao Paulo,Sapato,2018-06-28,76,150,11400,Junho,6,8
613,Joyce,Ribas,02/10/1991,Fortaleza,Short,2018-06-28,48,85,4080,Junho,6,6
614,Tayna,Coimbra,07/01/1993,Sao Paulo,Casaco,2018-06-28,22,55,1210,Junho,6,4
571,Emanuella,Fialho,16/11/1986,Rio de Janeiro,Vestido,2018-06-20,145,25,3625,Junho,6,1
570,NatÃ¡lia,Huon,22/10/1993,Porto Alegre,Vestido,2018-06-20,113,110,12430,Junho,6,8
569,Andrew,Carvalhal,13/08/1985,Fortaleza,Vestido,2018-06-20,95,150,14250,Junho,6,2
568,Paloma,Farias,18/08/1990,Brasilia,Vestido,2018-06-20,95,200,19000,Junho,6,4
608,Patricia,Camara,01/01/1992,Curitiba,Vestido,2018-06-27,43,25,1075,Junho,6,8
607,Paloma,Farias,11/10/1990,Fortaleza,Sandalia,2018-06-27,21,300,6300,Junho,6,6
603,Maryanna,Correa,29/07/1988,Rio de Janeiro,Sapato,2018-06-26,60,110,6600,Junho,6,5
558,Joyce,Ribas,21/05/1992,Sao Paulo,Camiseta,2018-06-19,141,75,10575,Junho,6,1
567,Andrew,Carvalhal,01/01/1989,Brasilia,Saia,2018-06-19,47,30,1410,Junho,6,7
553,Eduarda,Figueiredo,15/07/1989,Porto Alegre,Tenis,2018-06-18,44,230,10120,Junho,6,1
520,Tayna,Coimbra,12/06/1993,Fortaleza,Camiseta,2018-06-08,19,55,1045,Agosto,6,4
509,Elizeu,Barros,15/08/1987,Salvador,Short,2018-06-06,65,75,4875,Junho,6,3
507,Izabel,Milagre,06/10/1991,Sao Paulo,Casaco,2018-06-01,77,190,14630,Janeiro,6,1
537,Joyce,Ribas,30/05/1988,Porto Alegre,Chinelo,2018-06-14,63,250,15750,Junho,6,3
518,Jucelia,Bailly,04/07/1986,Fortaleza,Vestido,2018-06-08,90,150,13500,Agosto,6,8
528,Iago,Bensdorp,14/09/1985,Fortaleza,Sapato,2018-06-11,113,75,8475,Novembro,6,3
527,Elizeu,Barros,28/02/1992,Salvador,Casaco,2018-06-11,111,230,25530,Novembro,6,2
526,Eduarda,Figueiredo,12/11/1992,Curitiba,Sapato,2018-06-10,1,230,230,Outubro,6,1
525,Juliane,Felipi,11/02/1990,Salvador,Vestido,2018-06-10,27,85,2295,Outubro,6,5
524,Izabel,Milagre,12/08/1988,Rio de Janeiro,Vestido,2018-06-10,10,230,2300,Outubro,6,1
523,Emanuella,Fialho,14/12/1990,Curitiba,Casaco,2018-06-10,35,110,3850,Outubro,6,6
522,Elizeu,Barros,17/12/1987,Rio de Janeiro,Vestido,2018-06-10,87,55,4785,Outubro,6,2
536,Maryanna,Correa,22/01/1986,Rio de Janeiro,Short,2018-06-14,109,190,20710,Junho,6,2
541,Patricia,Camara,29/06/1991,Porto Alegre,Casaco,2018-06-14,79,85,6715,Junho,6,8
539,Andrew,Carvalhal,22/10/1986,Fortaleza,Chinelo,2018-06-14,54,200,10800,Junho,6,5
540,Maryanna,Correa,22/09/1990,Brasilia,Casaco,2018-06-14,60,150,9000,Junho,6,7
538,Maryanna,Correa,21/04/1991,Porto Alegre,Chinelo,2018-06-14,48,300,14400,Junho,6,8
542,Patricia,Camara,20/01/1985,Salvador,Vestido,2018-06-14,4,25,100,Junho,6,8
510,Elizeu,Barros,06/02/1993,Rio de Janeiro,Vestido,2018-06-06,6,25,150,Junho,6,2
545,Iago,Bensdorp,12/02/1992,Rio de Janeiro,Chinelo,2018-06-16,123,300,36900,Junho,6,4
508,Jucelia,Bailly,09/11/1992,Sao Paulo,Sapato,2018-06-01,63,85,5355,Janeiro,6,4
529,Iago,Bensdorp,22/05/1993,Fortaleza,Casaco,2018-06-11,4,85,340,Novembro,6,2
519,Joyce,Ribas,25/10/1993,Rio de Janeiro,Vestido,2018-06-08,11,200,2200,Agosto,6,7
517,Tayna,Coimbra,22/08/1990,Porto Alegre,Vestido,2018-06-08,124,200,24800,Agosto,6,1
514,Elizeu,Barros,07/05/1986,Porto Alegre,Casaco,2018-06-07,131,55,7205,Julho,6,4
513,Iago,Bensdorp,17/10/1992,Salvador,Vestido,2018-06-07,61,150,9150,Julho,6,2
512,Emanuella,Fialho,11/07/1990,Salvador,Vestido,2018-06-07,127,85,10795,Julho,6,2
511,Joyce,Ribas,10/01/1988,Sao Paulo,Camiseta,2018-06-07,144,75,10800,Julho,6,2
515,Izabel,Milagre,30/12/1991,Salvador,Sandalia,2018-06-07,96,75,7200,Julho,6,2
516,Tayna,Coimbra,04/05/1991,Fortaleza,Vestido,2018-06-07,5,85,425,Julho,6,6
543,Jucelia,Bailly,30/09/1989,Porto Alegre,Casaco,2018-06-15,141,300,42300,Junho,6,6
544,Joyce,Ribas,30/09/1989,Sao Paulo,Bermuda,2018-06-15,20,30,600,Junho,6,5
521,Breno,Amaral,04/09/1988,Salvador,Camiseta,2018-06-10,129,250,32250,Outubro,6,8
546,Tayna,Coimbra,13/01/1986,Porto Alegre,Camiseta,2018-06-16,122,250,30500,Junho,6,8
534,Emanuella,Fialho,15/06/1988,Rio de Janeiro,Vestido,2018-06-13,49,200,9800,Junho,6,5
533,Jucelia,Bailly,09/09/1987,Curitiba,Sandalia,2018-06-12,127,25,3175,Dezembro,6,3
532,Breno,Amaral,01/05/1990,Sao Paulo,Sapato,2018-06-12,107,110,11770,Dezembro,6,5
531,Patricia,Camara,19/02/1989,Brasilia,Sapato,2018-06-12,87,190,16530,Dezembro,6,2
530,Juliane,Felipi,13/08/1985,Rio de Janeiro,Camiseta,2018-06-12,81,300,24300,Dezembro,6,5
535,Emanuella,Fialho,16/12/1985,Salvador,Vestido,2018-06-13,17,190,3230,Junho,6,3
506,Eduarda,Figueiredo,22/11/1993,Porto Alegre,Chinelo,2018-06-01,82,250,20500,Janeiro,6,5
748,Maryanna,Correa,16/12/1986,Porto Alegre,Camiseta,2018-07-30,53,150,7950,Julho,7,6
749,Iago,Bensdorp,13/04/1986,Brasilia,Camiseta,2018-07-30,109,55,5995,Julho,7,6
657,Breno,Amaral,24/09/1986,Curitiba,Short,2018-07-10,104,250,26000,Outubro,7,7
750,Paloma,Farias,07/05/1991,Rio de Janeiro,Casaco,2018-07-30,122,25,3050,Julho,7,8
661,Patricia,Camara,03/03/1986,Rio de Janeiro,Chinelo,2018-07-10,54,55,2970,Outubro,7,6
747,Joyce,Ribas,07/11/1993,Curitiba,Vestido,2018-07-30,70,200,14000,Julho,7,8
660,Iago,Bensdorp,08/11/1992,Porto Alegre,Casaco,2018-07-10,54,110,5940,Outubro,7,2
659,Jucelia,Bailly,07/11/1987,Rio de Janeiro,Vestido,2018-07-10,142,55,7810,Outubro,7,4
729,Izabel,Milagre,24/11/1992,Porto Alegre,Vestido,2018-07-24,23,110,2530,Julho,7,8
733,Joyce,Ribas,14/07/1992,Porto Alegre,Sandalia,2018-07-25,103,55,5665,Julho,7,6
706,Elizeu,Barros,24/05/1991,Rio de Janeiro,Pulseira,2018-07-19,119,250,29750,Julho,7,7
707,Emanuella,Fialho,02/03/1985,Fortaleza,Vestido,2018-07-19,27,200,5400,Julho,7,6
709,Paloma,Farias,19/01/1990,Sao Paulo,Casaco,2018-07-19,34,85,2890,Julho,7,1
710,Joyce,Ribas,18/06/1991,Brasilia,Sapato,2018-07-19,12,230,2760,Julho,7,3
682,Maryanna,Correa,15/06/1991,Curitiba,Saia,2018-07-14,15,230,3450,Julho,7,6
674,Elizeu,Barros,27/09/1985,Rio de Janeiro,Casaco,2018-07-14,133,250,33250,Julho,7,7
731,Andrew,Carvalhal,29/11/1991,Salvador,Vestido,2018-07-25,130,250,32500,Julho,7,4
732,Izabel,Milagre,19/05/1989,Sao Paulo,Vestido,2018-07-25,35,300,10500,Julho,7,7
751,Maryanna,Correa,09/07/1993,Salvador,Sapato,2018-07-30,74,25,1850,Julho,7,4
708,Juliane,Felipi,27/07/1986,Sao Paulo,Saia,2018-07-19,143,25,3575,Julho,7,6
679,Joyce,Ribas,21/08/1991,Porto Alegre,Chinelo,2018-07-14,107,85,9095,Julho,7,6
683,Patricia,Camara,05/04/1990,Brasilia,Sapato,2018-07-14,27,55,1485,Julho,7,7
672,Emanuella,Fialho,04/11/1987,Salvador,Casaco,2018-07-12,94,30,2820,Dezembro,7,7
667,Eduarda,Figueiredo,24/07/1987,Rio de Janeiro,Sandalia,2018-07-12,124,75,9300,Dezembro,7,4
736,Iago,Bensdorp,24/05/1988,Brasilia,Sapato,2018-07-26,91,230,20930,Julho,7,3
737,Emanuella,Fialho,22/07/1988,Salvador,Sapato,2018-07-26,81,200,16200,Julho,7,1
655,Iago,Bensdorp,25/10/1990,Brasilia,Tenis,2018-07-09,127,25,3175,Setembro,7,2
654,Izabel,Milagre,29/05/1990,Fortaleza,Tenis,2018-07-09,99,300,29700,Setembro,7,6
646,Iago,Bensdorp,11/09/1985,Curitiba,Pulseira,2018-07-08,121,250,30250,Agosto,7,3
673,NatÃ¡lia,Huon,18/07/1992,Curitiba,Casaco,2018-07-13,135,250,33750,Julho,7,2
641,Maryanna,Correa,04/01/1985,Porto Alegre,Pulseira,2018-07-06,103,75,7725,Junho,7,6
651,Andrew,Carvalhal,26/07/1992,Curitiba,Casaco,2018-07-08,62,25,1550,Agosto,7,5
652,Andrew,Carvalhal,08/08/1991,Rio de Janeiro,Vestido,2018-07-08,6,250,1500,Agosto,7,2
653,Maryanna,Correa,29/12/1986,Rio de Janeiro,Vestido,2018-07-08,8,75,600,Agosto,7,1
647,Emanuella,Fialho,01/01/1989,Curitiba,Sapato,2018-07-08,78,150,11700,Agosto,7,3
645,Tayna,Coimbra,28/12/1990,Rio de Janeiro,Pulseira,2018-07-07,46,30,1380,Julho,7,1
644,Jucelia,Bailly,30/12/1993,Rio de Janeiro,Bermuda,2018-07-07,48,300,14400,Julho,7,6
643,Izabel,Milagre,26/04/1992,Porto Alegre,Casaco,2018-07-06,8,85,680,Junho,7,5
642,Eduarda,Figueiredo,17/08/1988,Porto Alegre,Tenis,2018-07-06,51,150,7650,Junho,7,7
716,Iago,Bensdorp,24/11/1988,Fortaleza,Camiseta,2018-07-21,79,30,2370,Julho,7,4
715,Jucelia,Bailly,14/04/1990,Brasilia,Casaco,2018-07-21,127,75,9525,Julho,7,7
740,Iago,Bensdorp,01/10/1986,Sao Paulo,Casaco,2018-07-26,9,55,495,Julho,7,5
658,Andrew,Carvalhal,08/03/1990,Fortaleza,Camiseta,2018-07-10,51,190,9690,Outubro,7,7
671,Izabel,Milagre,30/01/1985,Rio de Janeiro,Bermuda,2018-07-12,67,55,3685,Dezembro,7,2
669,Paloma,Farias,22/02/1986,Curitiba,Camiseta,2018-07-12,29,230,6670,Dezembro,7,8
681,Emanuella,Fialho,27/11/1993,Salvador,Vestido,2018-07-14,65,85,5525,Julho,7,7
680,Breno,Amaral,31/08/1988,Sao Paulo,Vestido,2018-07-14,58,110,6380,Julho,7,6
656,Tayna,Coimbra,10/04/1987,Rio de Janeiro,Saia,2018-07-09,45,55,2475,Setembro,7,6
678,Maryanna,Correa,14/01/1990,Sao Paulo,Casaco,2018-07-14,61,150,9150,Julho,7,8
677,Joyce,Ribas,28/11/1990,Porto Alegre,Saia,2018-07-14,47,230,10810,Julho,7,7
676,Maryanna,Correa,13/01/1992,Porto Alegre,Camiseta,2018-07-14,117,110,12870,Julho,7,5
675,Andrew,Carvalhal,13/02/1990,Curitiba,Bermuda,2018-07-14,58,300,17400,Julho,7,1
712,Maryanna,Correa,30/04/1989,Fortaleza,Jaqueta,2018-07-20,101,30,3030,Julho,7,1
714,Juliane,Felipi,11/04/1990,Curitiba,Tenis,2018-07-20,62,30,1860,Julho,7,4
713,Joyce,Ribas,19/03/1993,Curitiba,Jaqueta,2018-07-20,12,250,3000,Julho,7,1
711,Maryanna,Correa,05/09/1987,Brasilia,Sandalia,2018-07-20,60,250,15000,Julho,7,1
739,Emanuella,Fialho,02/03/1989,Porto Alegre,Vestido,2018-07-26,19,75,1425,Julho,7,7
738,Maryanna,Correa,22/07/1986,Rio de Janeiro,Camiseta,2018-07-26,77,25,1925,Julho,7,2
662,Joyce,Ribas,15/01/1989,Brasilia,Camiseta,2018-07-11,53,190,10070,Novembro,7,3
663,Jucelia,Bailly,08/08/1987,Sao Paulo,Sandalia,2018-07-11,100,75,7500,Novembro,7,5
664,Jucelia,Bailly,27/04/1992,Brasilia,Camiseta,2018-07-11,52,75,3900,Novembro,7,7
665,Jucelia,Bailly,06/10/1992,Porto Alegre,Casaco,2018-07-11,6,300,1800,Novembro,7,7
666,Maryanna,Correa,30/09/1992,Porto Alegre,Casaco,2018-07-11,12,55,660,Novembro,7,4
668,Emanuella,Fialho,05/07/1985,Rio de Janeiro,Casaco,2018-07-12,101,75,7575,Dezembro,7,7
670,Andrew,Carvalhal,12/12/1991,Curitiba,Camiseta,2018-07-12,34,150,5100,Dezembro,7,4
743,Emanuella,Fialho,19/09/1991,Sao Paulo,Camiseta,2018-07-28,68,110,7480,Julho,7,5
745,Breno,Amaral,22/08/1988,Sao Paulo,Vestido,2018-07-28,8,110,880,Julho,7,8
746,Elizeu,Barros,04/09/1985,Porto Alegre,Short,2018-07-29,97,75,7275,Julho,7,2
634,Juliane,Felipi,26/04/1990,Fortaleza,Sandalia,2018-07-05,120,230,27600,Maio,7,1
720,Iago,Bensdorp,14/04/1989,Curitiba,Sapato,2018-07-23,137,250,34250,Julho,7,1
633,Jucelia,Bailly,13/12/1992,Sao Paulo,Saia,2018-07-05,125,250,31250,Maio,7,5
744,Juliane,Felipi,13/12/1992,Sao Paulo,Casaco,2018-07-28,41,25,1025,Julho,7,6
755,Iago,Bensdorp,21/02/1986,Curitiba,Saia,2018-07-31,44,110,4840,Julho,7,6
757,Paloma,Farias,23/08/1991,Curitiba,Jaqueta,2018-07-31,12,110,1320,Julho,7,2
636,Jucelia,Bailly,27/05/1993,Sao Paulo,Bermuda,2018-07-05,91,150,13650,Maio,7,6
756,Joyce,Ribas,29/03/1990,Salvador,Jaqueta,2018-07-31,29,85,2465,Julho,7,6
753,Tayna,Coimbra,28/07/1991,Sao Paulo,Short,2018-07-31,118,200,23600,Julho,7,4
754,Joyce,Ribas,24/06/1986,Sao Paulo,Sandalia,2018-07-31,110,55,6050,Julho,7,6
648,Jucelia,Bailly,19/07/1990,Curitiba,Sandalia,2018-07-08,42,190,7980,Agosto,7,8
649,Iago,Bensdorp,30/09/1993,Salvador,Bermuda,2018-07-08,148,30,4440,Agosto,7,7
741,Elizeu,Barros,04/05/1986,Curitiba,Tenis,2018-07-27,119,250,29750,Julho,7,7
631,Eduarda,Figueiredo,25/01/1986,Salvador,Vestido,2018-07-04,61,55,3355,Abril,7,3
752,Andrew,Carvalhal,19/05/1991,Brasilia,Camiseta,2018-07-31,110,250,27500,Julho,7,3
637,Maryanna,Correa,16/05/1988,Brasilia,Vestido,2018-07-05,38,230,8740,Maio,7,5
638,Izabel,Milagre,24/11/1986,Porto Alegre,Camiseta,2018-07-05,31,75,2325,Maio,7,1
693,Maryanna,Correa,13/09/1988,Salvador,Saia,2018-07-17,51,230,11730,Julho,7,1
691,Joyce,Ribas,01/06/1985,Rio de Janeiro,Camiseta,2018-07-16,40,30,1200,Julho,7,1
690,Juliane,Felipi,02/08/1993,Sao Paulo,Sapato,2018-07-16,107,25,2675,Julho,7,7
692,Paloma,Farias,11/07/1988,Salvador,Chinelo,2018-07-16,6,25,150,Julho,7,3
688,Elizeu,Barros,15/12/1985,Curitiba,Vestido,2018-07-16,145,250,36250,Julho,7,1
689,Maryanna,Correa,09/07/1991,Rio de Janeiro,Camiseta,2018-07-16,54,190,10260,Julho,7,2
724,Jucelia,Bailly,13/08/1989,Salvador,Sapato,2018-07-23,40,30,1200,Julho,7,3
725,Elizeu,Barros,24/07/1988,Brasilia,Vestido,2018-07-23,25,30,750,Julho,7,7
721,Tayna,Coimbra,13/04/1993,Fortaleza,Casaco,2018-07-23,125,250,31250,Julho,7,3
723,Joyce,Ribas,26/02/1988,Rio de Janeiro,Vestido,2018-07-23,45,30,1350,Julho,7,1
722,Emanuella,Fialho,29/10/1986,Porto Alegre,Sapato,2018-07-23,124,110,13640,Julho,7,7
696,Patricia,Camara,30/06/1991,Salvador,Camiseta,2018-07-17,66,25,1650,Julho,7,2
695,Maryanna,Correa,14/01/1991,Salvador,Casaco,2018-07-17,137,25,3425,Julho,7,7
694,Andrew,Carvalhal,03/06/1990,Porto Alegre,Sandalia,2018-07-17,32,300,9600,Julho,7,7
698,Emanuella,Fialho,19/08/1993,Brasilia,Casaco,2018-07-17,1,85,85,Julho,7,6
697,Emanuella,Fialho,22/07/1987,Brasilia,Vestido,2018-07-17,10,55,550,Julho,7,1
630,Eduarda,Figueiredo,28/11/1986,Brasilia,Vestido,2018-07-04,20,200,4000,Abril,7,5
629,Breno,Amaral,01/12/1991,Salvador,Bermuda,2018-07-04,141,190,26790,Abril,7,6
650,Patricia,Camara,08/07/1985,Curitiba,Pulseira,2018-07-08,32,85,2720,Agosto,7,3
628,Maryanna,Correa,08/02/1993,Porto Alegre,Sapato,2018-07-03,135,75,10125,Marco,7,6
730,Iago,Bensdorp,26/10/1990,Sao Paulo,Vestido,2018-07-24,7,85,595,Julho,7,2
728,Eduarda,Figueiredo,13/06/1986,Salvador,Bermuda,2018-07-24,96,30,2880,Julho,7,2
726,Paloma,Farias,22/04/1992,Porto Alegre,Vestido,2018-07-24,148,230,34040,Julho,7,5
639,Elizeu,Barros,29/01/1986,Rio de Janeiro,Vestido,2018-07-05,73,25,1825,Maio,7,6
735,Tayna,Coimbra,22/02/1990,Curitiba,Vestido,2018-07-25,32,30,960,Julho,7,6
734,Patricia,Camara,05/04/1988,Salvador,Pulseira,2018-07-25,79,25,1975,Julho,7,1
635,NatÃ¡lia,Huon,13/08/1988,Porto Alegre,Pulseira,2018-07-05,65,250,16250,Maio,7,7
719,Eduarda,Figueiredo,19/11/1991,Porto Alegre,Camiseta,2018-07-22,25,110,2750,Julho,7,3
701,Eduarda,Figueiredo,13/10/1985,Sao Paulo,Tenis,2018-07-18,65,150,9750,Julho,7,2
718,Izabel,Milagre,05/05/1993,Brasilia,Vestido,2018-07-22,66,75,4950,Julho,7,3
623,NatÃ¡lia,Huon,04/11/1986,Curitiba,Vestido,2018-07-02,57,230,13110,Fevereiro,7,2
622,Juliane,Felipi,07/03/1987,Porto Alegre,Casaco,2018-07-01,23,110,2530,Janeiro,7,5
621,Andrew,Carvalhal,26/12/1987,Sao Paulo,Vestido,2018-07-01,84,230,19320,Janeiro,7,3
684,Juliane,Felipi,29/10/1988,Brasilia,Sapato,2018-07-15,102,230,23460,Julho,7,3
686,Tayna,Coimbra,20/04/1988,Curitiba,Jaqueta,2018-07-15,86,30,2580,Julho,7,6
685,Eduarda,Figueiredo,26/11/1992,Salvador,Casaco,2018-07-15,20,150,3000,Julho,7,1
687,NatÃ¡lia,Huon,07/06/1987,Salvador,Saia,2018-07-15,16,25,400,Julho,7,4
742,Izabel,Milagre,20/10/1991,Brasilia,Saia,2018-07-28,81,250,20250,Julho,7,1
717,Breno,Amaral,10/09/1989,Sao Paulo,Sapato,2018-07-22,141,190,26790,Julho,7,6
632,Emanuella,Fialho,29/04/1987,Brasilia,Sapato,2018-07-04,8,250,2000,Abril,7,2
700,Paloma,Farias,08/12/1990,Salvador,Casaco,2018-07-18,117,190,22230,Julho,7,4
705,Breno,Amaral,27/10/1988,Porto Alegre,Casaco,2018-07-18,4,55,220,Julho,7,1
627,Elizeu,Barros,24/11/1986,Sao Paulo,Sapato,2018-07-03,84,190,15960,Marco,7,7
624,Eduarda,Figueiredo,29/12/1986,Sao Paulo,Camiseta,2018-07-02,127,85,10795,Fevereiro,7,2
699,Juliane,Felipi,04/08/1993,Salvador,Vestido,2018-07-18,97,230,22310,Julho,7,4
702,Joyce,Ribas,03/06/1987,Rio de Janeiro,Vestido,2018-07-18,78,110,8580,Julho,7,6
626,Tayna,Coimbra,01/08/1988,Sao Paulo,Chinelo,2018-07-02,21,25,525,Fevereiro,7,2
625,Breno,Amaral,31/07/1986,Curitiba,Sapato,2018-07-02,77,75,5775,Fevereiro,7,6
703,Eduarda,Figueiredo,27/04/1990,Sao Paulo,Casaco,2018-07-18,134,55,7370,Julho,7,5
704,Tayna,Coimbra,29/12/1993,Fortaleza,Sapato,2018-07-18,3,230,690,Julho,7,1
640,Joyce,Ribas,02/02/1991,Sao Paulo,Vestido,2018-07-06,71,200,14200,Junho,7,1
727,Jucelia,Bailly,14/09/1991,Fortaleza,Saia,2018-07-24,21,150,3150,Julho,7,1
761,Breno,Amaral,29/04/1985,Porto Alegre,Saia,2018-08-06,114,75,8550,Junho,8,5
832,Joyce,Ribas,30/09/1991,Curitiba,Casaco,2018-08-27,10,25,250,Agosto,8,8
808,Tayna,Coimbra,31/07/1991,Sao Paulo,Saia,2018-08-23,40,25,1000,Agosto,8,7
